DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions
Amish White Bread,4.793959141,4206,Peg,2837,24,168,20 m,40 m,2 h 30 m,"['2 cups warm water (110 degrees F/45 degrees C)', '2/3 cup white sugar', '1 1/2 tablespoons active dry yeast', '1 1/2 teaspoons salt', '1/4 cup vegetable oil', '6 cups bread flour']","['In a large bowl, dissolve the sugar in warm water, and then stir in yeast. Allow to proof until yeast resembles a creamy foam.', 'Mix salt and oil into the yeast. Mix in flour one cup at a time. Knead dough on a lightly floured surface until smooth. Place in a well oiled bowl, and turn dough to coat. Cover with a damp cloth. Allow to rise until doubled in bulk, about 1 hour.', 'Punch dough down. Knead for a few minutes, and divide in half. Shape into loaves, and place into two well oiled 9x5 inch loaf pans. Allow to rise for 30 minutes, or until dough has risen 1 inch above pans.', 'Bake at 350 degrees F (175 degrees C) for 30 minutes.', '']"
Irish Soda Bread II,4.209302425,36,Mary Catherine Bailey,4,12,193,15 m,1 h,1 h 15 m,"['3 cups all-purpose flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '1/2 cup white sugar', '1 1/2 cups buttermilk', '1/2 cup raisins', '2 eggs', '1 tablespoon caraway seed']","['Preheat oven to 350 degrees F (175 degrees C).', 'Combine flour, baking powder, salt, and sugar.  Beat eggs with buttermilk. Add the eggs and buttermilk into the flour mixture; stir in raisins.', 'Pour dough onto lightly floured board.  Shape into a round loaf, adding flour if necessary. Place in a lightly greased springform pan.  Sprinkle top with caraway seeds if desired.', 'Bake at 350 degrees F (175 degrees C) for 1 hour or until the bottom of the loaf sounds hollow when tapped.', '']"
Sweet Potato Pecan Waffles,4.447368622,30,Esther Nelson,12,6,338,20 m,20 m,40 m,"['1 cup canned sweet potato puree', '3 egg yolks', '1 cup milk', '1 1/2 cups cake flour', '1 tablespoon baking powder', '1 tablespoon white sugar', '1 teaspoon salt', '1 teaspoon ground nutmeg', '1/4 cup chopped pecans', '3 egg whites', '3 tablespoons butter, melted', '2 tablespoons pecans, chopped']","['Stir together flour, baking powder, sugar, salt, nutmeg, and 1/4 cup pecans.', 'Mix sweet potato puree, egg yolks, and milk in a large bowl until well combined.  Add flour mixture, and mix well.', 'Beat egg whites until stiff peaks form.  Fold 1/4 of the egg whites into batter.  Lightly fold remaining whites and melted butter into the batter.', 'Cook in a hot waffle iron. Garnish with more chopped pecans.', '']"
Mom's Baking Powder Biscuits,4.301038265,235,Jodeen Brown,324,24,66,15 m,15 m,30 m,"['2 cups all-purpose flour', '2 1/2 teaspoons baking powder', '3/4 teaspoon salt', '5 tablespoons shortening', '3/4 cup milk']","['Preheat oven to 450 degrees F (230 degrees C).', 'In a bowl mix the flour, baking powder and salt. Add the shortening and mix until in little pieces. Add milk a little at a time and mix until it forms a ball.', 'Roll out on floured board to 1/4 inch to 1/2 inch thick.  Cut out in desired size and dip in melted shortening.  Place biscuits on an ungreased baking sheet.', 'Bake at 450 degrees F (230 degrees C) for 12 to 15 minutes.', 'Variation: For shortcakes add 2 tablespoons for sugar to the dough and roll dough out to 1/2 inch thick.', '']"
Basic Rye Bread,4.304347992,35,Kathy Nowell,15,12,159,5 m,3 h,3 h 5 m,"['1 1/8 cups warm water', '2 tablespoons molasses', '1 tablespoon vegetable oil', '1 teaspoon salt', '2 cups all-purpose flour', '1 1/2 cups rye flour', '3 tablespoons packed brown sugar', '1 tablespoon unsweetened cocoa powder', '3/4 teaspoon caraway seed', '2 teaspoons bread machine yeast']","[""Add ingredients according to bread machine's manufacturer's directions."", 'Use the whole wheat and light crust settings.', '']"
Donna's Chocolate Zucchini Bread,4.473684311,79,Donna Casteel,8,24,260,15 m,1 h,1 h 30 m,"['3 eggs', '2 cups white sugar', '1 cup vegetable oil', '2 (1 ounce) squares unsweetened chocolate, melted', '1 teaspoon vanilla extract', '3 cups all-purpose flour', '1 teaspoon salt', '1 teaspoon ground cinnamon', '1/4 teaspoon baking powder', '1 teaspoon baking soda', '1 cup chopped almonds', '2 cups grated zucchini']","['Preheat oven to 350 degrees F (175 degrees C).  Grease two 9 x 5 inch loaf pans well.', 'Sift together flour, salt, cinnamon, baking powder, and soda.', 'In a large bowl, beat eggs until lemon colored; beat in sugar and oil.  Stir in vanilla, zucchini, and cooled chocolate.  Mix dry ingredients into zucchini mixture.  Stir in the chopped almonds.  Pour batter into prepared pans.', 'Bake for 60 minutes, or until a tester inserted in the center comes out clean. Cool in pans 15 to 20 minutes, then flip onto racks to finish cooling.', '']"
Calzone,4.694560528,167,D. Adams,91,10,285,20 m,45 m,3 h 5 m,"['1 1/4 cups water', '1 teaspoon salt', '3 cups bread flour', '1 teaspoon dry milk powder', '1 1/2 tablespoons white sugar', '2 teaspoons active dry yeast', '3/4 cup pizza sauce', '4 ounces pepperoni sausage, chopped', '1 1/4 cups shredded mozzarella cheese', '2 tablespoons butter, melted']","['Place water, salt, bread flour, dry milk, sugar, and yeast in the pan of the bread machine in the order suggested by the manufacturer.  Select Dough cycle.', 'After cycle ends, roll out dough on a lightly floured surface; shape into a 16 x 10 inch rectangle.  Transfer to a lightly greased cookie sheet. In a small bowl, mix together chopped pepperoni and mozzarella. Spoon pizza sauce in a stripe down the center of dough lengthwise; add sausage and cheese filling.  Make diagonal cuts 1 1/2  inches apart down each side, cutting within a 1/2 inch of the filling. Criss cross strips over filling, sealing with water.  Brush top with melted butter.', 'Bake at 350 degrees F (175 degrees C) for 35 to 45 minutes.', '']"
Garden Herb Loaf,4.715277672,114,Theresa Malone,32,20,140,25 m,35 m,1 h 50 m,"['4 1/4 cups all-purpose flour', '3 tablespoons white sugar', '2 (.25 ounce) packages instant yeast', '1 1/2 teaspoons salt', '1 teaspoon dried marjoram', '1 teaspoon dried thyme', '1 teaspoon dried rosemary', '3/4 cup milk', '1/2 cup water', '1/4 cup butter', '1 egg', '1 tablespoon butter, melted']","['In large bowl, combine 1 1/2 cups flour, sugar, undissolved yeast, salt,  and herbs.', 'Heat milk, water, and 1/4 cup butter until very warm (120-130 degrees F);  stir into dry ingredients.  Stir in egg and enough remaining flour to make soft dough.', 'Knead on lightly floured surface until smooth and elastic, about 4-6 minutes.  Cover; let rest on floured surface 10 minutes.', 'Divide dough into 3 equal pieces.  Roll each piece to 30 inch rope.  Braid ropes;  pinch ends to seal.  Tie knot in center of braid; wrap ends around knot, in opposite directions, and tuck under to make  round loaf.  Place on greased baking sheet.  Cover; let rise in warm,  draft-free place until doubles in size, about 20 to 40 minutes.', 'Bake at 375 degrees F (190 degrees C) for about 30 to 35 minutes or until done, covering with foil during last 10 minutes of baking to prevent excess browning.  Melt remaining butter; brush over loaf.  Sprinkle with additional herbs, if desired.  Remove from sheet; let cool on wire rack.', '']"
Potato Rosemary Rolls,4.522727489,74,Anthony Theobald,13,12,170,15 m,20 m,3 h 10 m,"['1 1/8 cups warm water', '2 tablespoons olive oil', '2 tablespoons nonfat dry milk powder', '1/2 cup dry potato flakes', '1 tablespoon white sugar', '1 teaspoon dried rosemary, crushed', '1 teaspoon salt', '3 cups bread flour', '1 1/2 teaspoons bread machine yeast', '1 tablespoon cornmeal', '1 egg, beaten', '2 teaspoons kosher salt']","['Measure and add warm water, olive oil, dry milk, potato flakes, sugar, rosemary, salt, bread flour, and yeast to your bread machine in the order listed by the manufacturer. Select Dough cycle and Start.', 'Divide dough into 12 pieces.  Roll each into a 10 inch rope; coil rope and tuck in the end so that it comes up through the middle.  Place 2 inches apart on a baking sheet dusted with cornmeal. Cover and let rise for 45 minutes.', 'Brush tops with egg glaze or melted butter, and lightly sprinkle with kosher salt.  Bake at 375 degrees F (190 degrees C) for 15 to 20 minutes.', '']"
Monkey Bread I,4.733470917,1453,LuAnn Connolly,1035,15,418,15 m,35 m,1 h,"['3 (12 ounce) packages refrigerated biscuit dough', '1 cup white sugar', '2 teaspoons ground cinnamon', '1/2 cup margarine', '1 cup packed brown sugar', '1/2 cup chopped walnuts (optional)', '1/2 cup raisins']","['Preheat oven to 350 degrees F (175 degrees C). Grease one 9 or 10 inch tube/Bundt(R) pan.', 'Mix white sugar and cinnamon in a plastic bag. Cut biscuits into quarters. Shake 6 to 8 biscuit pieces in the sugar cinnamon mix. Arrange pieces in the bottom of the prepared pan. Continue until all biscuits are coated and placed in pan. If using nuts and raisins, arrange them in and among the biscuit pieces as you go along.', 'In a small saucepan, melt the margarine with the brown sugar over medium heat. Boil for 1 minute. Pour over the biscuits.', 'Bake at 350 degrees F (175 degrees C) for 35 minutes. Let bread cool in pan for 10 minutes, then turn out onto a plate. Do not cut! The bread just pulls apart.', '']"
Sweet Honey French Bread,4.445086479,128,Michele,42,12,101,5 m,3 h,3 h 5 m,"['3/4 cup water', '2 teaspoons honey', '2 teaspoons olive oil', '2/3 teaspoon salt', '2/3 teaspoon white sugar', '2 cups bread flour', '1 1/2 teaspoons active dry yeast', '1 tablespoon honey (optional)']","['Add to your bread machine per manufacturer instructions. While bread is baking, drizzle with honey if desired.', '']"
To Die For Blueberry Muffins,4.644212246,8864,Colleen,7408,8,383,15 m,25 m,40 m,"['1 1/2 cups all-purpose flour', '3/4 cup white sugar', '1/2 teaspoon salt', '2 teaspoons baking powder', '1/3 cup vegetable oil', '1 egg', '1/3 cup milk', '1 cup fresh blueberries', '1/2 cup white sugar', '1/3 cup all-purpose flour', '1/4 cup butter, cubed', '1 1/2 teaspoons ground cinnamon']","['Preheat oven to 400 degrees F (200 degrees C). Grease muffin cups or line with muffin liners.', 'Combine 1 1/2 cups flour, 3/4 cup sugar, salt and baking powder. Place vegetable oil into a 1 cup measuring cup; add the egg and enough milk to fill the cup. Mix this with flour mixture. Fold in blueberries. Fill muffin cups right to the top, and sprinkle with crumb topping mixture.', 'To Make Crumb Topping: Mix together 1/2 cup sugar, 1/3 cup flour, 1/4 cup butter,  and 1 1/2 teaspoons cinnamon. Mix with fork, and sprinkle over muffins before baking.', 'Bake for 20 to 25 minutes in the preheated oven, or until done.', '']"
Cranberry Pineapple Bread,4.375,7,Ron F. Lawrence,0,12,202,5 m,3 h,3 h 5 m,"['2 tablespoons vegetable oil', '2 tablespoons honey', '1 1/8 cups water', '2 1/2 cups bread flour', '1/2 cup whole wheat flour', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground mace', '1 tablespoon dry milk powder', '1 1/4 teaspoons salt', '1 cup dried cranberries', '2 dried pineapple rings, finely chopped', '2 teaspoons active dry yeast']","['Combine the bread flour, whole wheat flour, ground cinnamon, mace, powdered milk, salt, cranberries, and pineapple. Add this mixture as you would normally add dry ingredients to your bread machine.', 'Add all the ingredients to the pan of the bread machine in the order suggested by the manufacturer.', 'Set your bread machine to Basic Loaf, and check to see that the dough forms a ball without excess moisture.  May have to add a little more bread flour, no more than a tablespoon, so that the dough forms a nice solid ball.', '']"
Sour Cream Biscuits,4.075757504,115,Debbie Rowe,163,12,107,10 m,12 m,22 m,"['2 cups all-purpose flour', '1/2 teaspoon salt', '1/2 teaspoon baking soda', '3 teaspoons baking powder', '3/4 cup sour cream', '1 1/2 tablespoons water']","['Mix together flour, salt, baking soda, and baking powder. Add sour cream and mix to a soft dough. Add additional water if necessary.', 'With well floured hands shape dough into round biscuit shapes.  Bake at 450 degrees F (230 degrees C) for 12 minutes.', '']"
Best Ever Muffins,4.470351696,837,Lori,318,12,181,10 m,25 m,35 m,"['2 cups all-purpose flour', '3 teaspoons baking powder', '1/2 teaspoon salt', '3/4 cup white sugar', '1 egg', '1 cup milk', '1/4 cup vegetable oil']","['Preheat oven to 400 degrees F (205 degrees C).', 'Stir together the flour, baking powder, salt and sugar in a large bowl.  Make a well in the center. In a small bowl or 2 cup measuring cup, beat egg with a fork. Stir in milk and oil. Pour all at once into the well in the flour mixture. Mix quickly and lightly with a fork until moistened, but do not beat. The batter will be lumpy. Pour the batter into paper lined muffin pan cups.', 'Variations: Blueberry Muffins: Add 1 cup fresh blueberries. Raisin Muffins: Add 1 cup finely chopped raisins. Date Muffins: Add 1 cup finely chopped dates. Cheese Muffins: Fold in 1 cup grated sharp yellow cheese. Bacon Muffins: Fold 1/4 cup crisp cooked bacon, broken into bits.', 'Bake for 25 minutes, or until golden.', '']"
White Bread I,4.641975403,198,Lisa,169,12,151,5 m,3 h,3 h 5 m,"['1 1/4 cups lukewarm milk', '3 cups all-purpose flour', '1 1/2 tablespoons white sugar', '1 1/2 teaspoons salt', '2 tablespoons butter', '2 teaspoons active dry yeast']","['Place ingredients in the pan of the bread machine in the order suggested by the manufacturer.', 'Select Basic or White Bread setting, and press Start. When done, place on wire rack for at least 10 minutes before slicing.', '']"
Fry Bread I,4.35211277,114,Rita,93,12,217,15 m,15 m,30 m,"['4 cups all-purpose flour', '1/2 teaspoon salt', '1 tablespoon baking powder', '1 1/2 cups warm water (110 degrees F/45 degrees C)', '4 cups shortening for frying']","['Combine flour, salt, and baking powder. Stir in 1 1/2 cups lukewarm water.  Knead until soft but not sticky.  Shape dough into balls about 3 inches in diameter.  Flatten into patties 1/2 inch thick, and make a small hole in the center of each patty.', 'Fry one at a time in 1 inch of hot shortening, turning to brown on both sides.  Drain on paper towels.', '']"
Dark and Sweet Rye Bread,4.571428776,32,Star Blayze,4,30,162,25 m,35 m,3 h 30 m,"['2 cups water', '1/3 cup vegetable oil', '1/4 cup honey', '1/4 cup raisins', '5 tablespoons brown sugar', '2 (.25 ounce) packages active dry yeast', '1/4 cup warm water (110 degrees F/45 degrees C)', '2 1/2 cups unbleached all-purpose flour', '3 cups whole wheat flour', '1 1/2 cups rye flour', '1/2 cup dry milk powder', '2 1/2 teaspoons salt', '1/4 cup cornmeal', '3 tablespoons melted butter']","['Combine water, oil, honey, raisins and 4 tablespoons brown sugar in blender. Liquefy.', 'Soften yeast in warm water with remaining 1 tablespoon brown sugar.', 'In large bowl sift together 1 cup all purpose flour, 2 cups wheat flour, 1 cup rye flour, powdered milk, and salt. Add honey and yeast mixtures. Beat at medium speed until smooth (2 minutes). Gradually stir in enough of the remaining flours to make soft dough that pulls away from the sides of the bowl. Turn out onto floured surface and knead until smooth and satiny (10-12 minutes). Place dough in lightly greased bowl and turn to grease surface. Cover and let rise until double (about 1-1/2 hours).', 'Punch down and let rest 10 minutes. Divide into 4 round loaves and place on greased cookie sheets sprinkled w/cornmeal. Cover and let rise in warm place until doubled (1 hour).', 'Bake in a preheated  375 degrees F (190 degrees C) oven for 30-35 minutes. Brush with melted butter and cool on racks.', '']"
